index,Date,Location,Operator,AC Type,Aboard,Aboard Passengers,Aboard Crew,Fatalities,Fatalities Passengers,Fatalities Crew,Ground,Summary,Passenger to Crew Ratio,Survival Rate,Company,Primary Cause,Specific Reason,Incident Outcome,Operator Type,Aircraft Size,Severity Score
100,1925-07-20,"Rosas, Spain",Lignes Aeriennes Latecoere,Breguet 14,1.0,0.0,1.0,1.0,0.0,1.0,0.0,crashed in unknown circumstance.,0.0,0.0,Breguet,Unknown,Unknown,Crashed,Commercial,Small,2.0
101,1925-07-24,"Budapest, Hungary",CIDNA,Potez IX,1.0,0.0,1.0,1.0,0.0,1.0,0.0,crashed while attempting to land 10 km from the airport,0.0,0.0,Other,Unknown,Unknown,Crashed,Commercial,Small,2.0
102,1925-09-03,"Caldwell, Ohio",Military - U.S. Navy,Dirigible ZR-1 Shenandoah (airship),43.0,34.4,8.6,14.0,14.0,8.6,0.0,"the shenandoah was flying over southern ohio when she abruptly encountered violent atmospheric conditions (thunderstorms). powerful air currents buffeted her so severely that her crew was unable to maintain control. rising rapidly above her pressure height, then falling and rising again, her hull structure was overstressed amidships, breaking the airship in two. shenandoah's external control car and two engine cars fell free, carrying the dirigible's commanding officer and several other men to their deaths. the stern section came down nearby, while several men were able to fly the bow section to ground as a free balloon.",4.0,67.44,Other,TECHNICAL,Engine Failure,Unknown,Military,Small,14.33
104,1925-10-01,"Mt. Nittany, Ohio",US Aerial Mail Service,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,crashed into a wooded area on mt. nittany in fog and low visibility.,0.0,0.0,de Havilland Canada,WEATHER,Poor Visibility (Fog),Crashed,Cargo,Small,2.0
105,1925-11-14,"Nouadhibou, Mauritania",Lignes Aeriennes Latecoere,Breguet 14,1.0,0.0,1.0,1.0,0.0,1.0,0.0,the pilot suffered sunstroke lost control of the plane and crashed.,0.0,0.0,Breguet,Unknown,Unknown,Crashed,Commercial,Small,2.0
107,1926-02-12,"Montpelier, Ohio",US Aerial Mail Service,Curtiss Carrier Pigeon,1.0,0.0,1.0,1.0,0.0,1.0,0.0,"while the mail plane was flying at a low altitude, the  aircraft hit trees and crashed in a wooded area.",0.0,0.0,Curtiss,Unknown,Unknown,Crashed,Cargo,Small,2.0
108,1926-03-08,"Staaken, Germany",Deutche Lufthansa,Junkers F-13,1.0,0.0,1.0,1.0,0.0,1.0,0.0,while in a training filight the aircraft stalled and crashed while attempting to land.,0.0,0.0,Junkers,HUMAN_FACTOR,Training Related,Crashed,Commercial,Small,2.0
109,1926-05-31,English Channel,Air Union,Breguet 14,1.0,0.0,1.0,1.0,0.0,1.0,0.0,the mail plane crashed into the english channel and was never found.,0.0,0.0,Breguet,Unknown,Unknown,Crashed,Commercial,Small,2.0
110,1926-07-03,"Rossaugpt, Czechoslovakia",Compagnie Internationale de Navigation Aérienne,Caudron C-61,6.0,4.0,2.0,6.0,4.0,2.0,0.0,crashed while en route into a mountain in adverse weather conditions. the pilot was flying at too low of an altitude.,2.0,0.0,Other,WEATHER,Adverse Weather,Crashed,Commercial,Small,7.0
111,1926-07-09,"Wolvertem, Belgium",KLM Royal Dutch Airlines,Fokker F7,2.0,1.0,1.0,2.0,1.0,1.0,0.0,crashed into the ground while descending in poor weather.,1.0,0.0,Fokker,WEATHER,Adverse Weather,Crashed,Commercial,Small,3.0
112,1926-07-24,"Juist, Germany",Deutsche Lufthansa,Junkers F-13,5.0,4.0,1.0,5.0,4.0,1.0,0.0,crashed under weather related.circumstances.,4.0,0.0,Junkers,WEATHER,Adverse Weather,Crashed,Commercial,Small,6.0
113,1926-08-18,"Hurst, Kent, England",Air Union,Bleriot 155,15.0,13.0,2.0,3.0,2.0,1.0,0.0,the plane made a forced landing at romney marsh  in heavy fog.  engine failure. the pilot initally survived but died a day later.,6.5,80.0,Other,TECHNICAL,Engine Failure,Unknown,Commercial,Small,3.2
115,1926-10-02,"Leigh, Kent, Unied Kingdom",Air Union,Bleriot 155,7.0,5.0,2.0,7.0,5.0,2.0,0.0,"after an engine fire, the pilot attempts to make an emergency landing at penshurst airfield but crashed..",2.5,0.0,Other,TECHNICAL,Engine Failure,Crashed,Commercial,Small,8.0
116,1926-10-08,"Bueren, Germany",Deutsche Lufthansa,Fokker FG III,4.0,3.0,1.0,4.0,3.0,1.0,0.0,weather related.,3.0,0.0,Fokker,WEATHER,Adverse Weather,Unknown,Commercial,Small,5.0
117,1926-10-21,English Channel,Imperial Airways,Handley Page W-10,12.0,10.0,2.0,0.0,0.0,0.0,0.0,"the plane was on a flight from london to paris when power was lost to the starboard engine. the aircraft began to lose altitude until it eventually ditched into the sea about 18 miles from the english coast. the plane stayed afloat long enough for the fishing boat invicta, piloted by captain marshall, to rescue all aboard. the plane was named prince henry.",5.0,100.0,Handley Page,TECHNICAL,Engine Failure,Water Landing,Commercial,Small,0.0
118,1926-11-11,"Cape Bojador, Morocco",Grands Express Aeriens,Breguet 14,3.0,3.0,0.0,3.0,3.0,0.0,0.0,"while en route and cruising along the shore, the mail plane's engine failed. the crew made an emergency landing on a beach near cape bojador. after the landing, crew was attacked by maures tribesmen and killed while the aircraft was set on fire and destroyed.",inf,0.0,Breguet,OPERATIONAL,Landing Related,Emergency Landing,Commercial,Small,4.0
119,1926-12-16,"Medford, Oregon",Pacific Air Transport,Ryan M-1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,the postal plane crashed into a mountain slope in foggy conditions.,0.0,0.0,Other,Unknown,Unknown,Crashed,Cargo,Small,2.0
121,1927-03-20,"Rabat, Morocco",Grands Express Aeriens,Breguet 14,1.0,0.0,1.0,1.0,0.0,1.0,0.0,unknown.,0.0,0.0,Breguet,Unknown,Unknown,Unknown,Commercial,Small,2.0
122,1927-03-24,"Tambo, Qld, Australia",Qantas,de Havilland DH-9C,3.0,2.0,1.0,3.0,2.0,1.0,0.0,"while attempting to land, the engine failed, the aircraft stalled and crashed.",2.0,0.0,de Havilland Canada,TECHNICAL,Engine Failure,Crashed,Commercial,Small,4.0
123,1927-04-15,"King Hill, Idaho",Varney Air Lines,Swallow Swallow,1.0,0.0,1.0,1.0,0.0,1.0,0.0,crashed after an unsuccessful attempt at fly into strong headwinds. the engine quit and the plane nosedived into the ground.,0.0,0.0,Other,TECHNICAL,Engine Failure,Crashed,Commercial,Small,2.0
124,1927-04-22,"Floh, Germany",Deutsche Lufthansa,Fokker FG III,2.0,1.0,1.0,2.0,1.0,1.0,0.0,crashed following engine failure.,1.0,0.0,Fokker,TECHNICAL,Engine Failure,Crashed,Commercial,Small,3.0
125,1927-04-22,"Goshen, Indiana",US Aerial Mail Service,Douglas M-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,crashed into a field during a snow storm.,0.0,0.0,McDonnell Douglas,WEATHER,Severe Weather,Crashed,Cargo,Small,2.0
126,1927-05-02,"Algiers, Algeria",Air Union,SPCA Meteore 63,3.0,0.0,3.0,1.0,0.0,1.0,0.0,the three engine seaplane stalled and crashed into the sea shortly after taking off.,0.0,66.67,Other,TECHNICAL,Engine Failure,Crashed,Commercial,Small,1.33
127,1927-07-27,"Amoneburg, Germany",Deutsche Lufthansa,Junkers F-13,5.0,3.0,2.0,5.0,3.0,2.0,0.0,crashed after experiencing engine failure and attempting to make a forced landing.,1.5,0.0,Junkers,TECHNICAL,Engine Failure,Crashed,Commercial,Small,6.0
128,1927-08-22,"Sevenoaks, England",KLM Royal Dutch Airlines,Fokker F-VIII,11.0,9.0,2.0,1.0,0.0,1.0,0.0,"a broken wire led to the partial loss of the the rudder and a crash landing which resulted in the aircraft striking a tree, killing the flight engineer.",4.5,90.91,Fokker,OPERATIONAL,Landing Related,Crashed,Commercial,Small,1.09
129,1927-09-03,"Willington, Connecticut",Colonial Air Transport,Fokker Universal,1.0,0.0,1.0,1.0,0.0,1.0,0.0,the postal plane crashed for unknown reasons.,0.0,0.0,Fokker,Unknown,Unknown,Crashed,Cargo,Small,2.0
130,1927-09-17,"Hadley, New Jersey",Reynolds Airways,Fokker F-VII,12.0,11.0,1.0,7.0,6.0,1.0,0.0,the sightseeing plane took off and rose to 400 ft. when the engine failed.  the plane stalled and plunged to the ground in an apple orchard. engine failure. the pilot was not familiar with the type of aircraft.,11.0,41.67,Fokker,TECHNICAL,Engine Failure,Unknown,Commercial,Small,7.58
131,1927-09-17,Atlantic Ocean,Private,Fokker F7,3.0,1.0,2.0,3.0,1.0,2.0,0.0,"while flying 1,000 km east of the canadian coast, the crew sent a mayday message and the aircraft crashed into the ocean two minutes later. the plane was owned by william randolph hearst who financed this nonstop transatlantic flight.",0.5,0.0,Fokker,Unknown,Unknown,Crashed,Commercial,Small,4.0
132,1927-09-23,"Schleiz, Germany",Deutsche Lufthansa,Dornier Merkur,6.0,4.0,2.0,6.0,4.0,2.0,0.0,from an altitude of 500 ft. the plane went out of control and crashed  due to a broken wing strut.,2.0,0.0,Dornier Flugzeugwerke,Unknown,Unknown,Crashed,Commercial,Small,7.0
133,1927-10-06,"Thies, Mauritania",Lignes Aeriennes Latecoere,Breguet 14,2.0,0.0,2.0,2.0,0.0,2.0,0.0,the plane crashed while attempting to land at dakar.,0.0,0.0,Breguet,Unknown,Unknown,Crashed,Commercial,Small,3.0
134,1927-10-30,"New Brunswick, New Jersey",Colonial Air Transport,Fairchild FC-2,4.0,3.0,1.0,4.0,3.0,1.0,0.0,went into a tailspin and crashed into a corn field about 10 km from the airport.,3.0,0.0,Fairchild Aircraft,Unknown,Unknown,Crashed,Cargo,Small,5.0
135,1927-11-08,"Strasburg, France",CIDNA,Farman F-121 Jabiru,1.0,0.0,1.0,1.0,0.0,1.0,0.0,the mail plane crashed shortly after taking off.,0.0,0.0,Farman,Unknown,Unknown,Crashed,Commercial,Small,2.0
136,1927-11-16,Over the Gulf of Finland,Aero O-Y,Junkers F-13,6.0,4.0,2.0,6.0,4.0,2.0,0.0,crashed in the gulf of finland and never found.,2.0,0.0,Junkers,Unknown,Unknown,Crashed,Commercial,Small,7.0
137,1927-11-29,"Corunna, Indiana",National Air Transport,Douglas M-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,the postal plane crashed at night in poor weather.,0.0,0.0,McDonnell Douglas,WEATHER,Adverse Weather,Crashed,Cargo,Small,2.0
138,1927-12-28,"Almeria, Spain",Aeropostale,Breguet 14,1.0,0.0,1.0,1.0,0.0,1.0,0.0,a fire erupted aboard the mail plane while en route and crashed.,0.0,0.0,Breguet,Unknown,Unknown,Crashed,Commercial,Small,2.0
139,1927-12-31,"Near Marseille,France",Latecoere Airlines,Latécoère 23 (flying boat),5.0,0.0,5.0,5.0,0.0,5.0,0.0,"suffered structural failure at an altitude of 1,000 ft.",0.0,0.0,Other,TECHNICAL,Structural Failure,Unknown,Commercial,Small,6.0
140,1928-01-08,"Near Canajoharie, New York",Colonial Western Airlines,Fairchild FC-2,3.0,1.0,2.0,3.0,1.0,2.0,0.0,became lost in dense fog and flew into trees in the mohawk valley while proceeding to buffalo..,0.5,0.0,Fairchild Aircraft,WEATHER,Poor Visibility (Fog),Disappearance,Commercial,Small,4.0
141,1928-01-16,"Solis, Uruguay",Aeropostale,Latecoere 25,2.0,0.0,2.0,2.0,0.0,2.0,0.0,the wing on the mail plane detached from the aircraft and crashed into the sea.,0.0,0.0,Other,Unknown,Unknown,Crashed,Commercial,Small,3.0
142,1928-01-22,"L'Hospitalet, Ariège",Aeropostale,Breguet 14,1.0,0.0,1.0,1.0,0.0,1.0,0.0,crashed after experiencing mechanical difficulties.,0.0,0.0,Breguet,TECHNICAL,Mechanical Failure,Crashed,Commercial,Small,2.0
143,1928-01-22,"Tarragona, Spain",Aeropostale,Breguet 14,2.0,0.0,2.0,2.0,0.0,2.0,0.0,crashed in unknown circumstances.,0.0,0.0,Breguet,Unknown,Unknown,Crashed,Commercial,Small,3.0
144,1928-01-27,"Almeria, Spain",Aeropostale,Breguet 14,1.0,0.0,1.0,1.0,0.0,1.0,0.0,after experiencing turbulence the pilot's seat belt broke and ejecting the pilot.,0.0,0.0,Breguet,Unknown,Unknown,In-Flight Breakup,Commercial,Small,2.0
145,1928-02-26,"Marquette, Nebraska",Boeing Air Transport,Boeing 40,2.0,1.0,1.0,1.0,1.0,0.0,0.0,the air mail plane crashed into a grove of cottonwood trees and burned. businessman f.h. craig was killed and pilot frank yegar injured. the pilot descended in altitude due to air pockets.the plane then ran into an air pocket that brought the plane down into the grove of trees.,1.0,50.0,Boeing,Unknown,Unknown,Crashed,Cargo,Small,1.5
146,1928-03-11,"Off Cape Griz Nez, France",Air Union,Farman F-60 Goliath,2.0,0.0,2.0,2.0,0.0,2.0,0.0,crashed into the sea while delivering mail in poor weather.,0.0,0.0,Farman,WEATHER,Adverse Weather,Crashed,Commercial,Small,3.0
147,1928-04-17,"Federal, Wyoming",Boeing Air Transport,Boeing 40,2.0,1.0,1.0,1.0,1.0,0.0,0.0,spatial disorientation after entering a snowstorm.,1.0,50.0,Boeing,Unknown,Unknown,Unknown,Cargo,Small,1.5
148,1928-04-19,"Minuesa, Spain",Iberia Airlines,Rohrbach Roland,9.0,7.0,2.0,9.0,7.0,2.0,0.0,crashed into a field after getting lost in fog.,3.5,0.0,Other,WEATHER,Poor Visibility (Fog),Crashed,Commercial,Small,10.0
149,1928-05-07,"Florianopolis, Brazil Florianopolis, Brazil Florianopolis, Brazil",Aeropostale,Latecoere 26,5.0,3.0,2.0,1.0,1.0,0.0,0.0,an in flight fire caused he pilot to lose control and crash in a field after which a fire erupted.,1.5,80.0,Other,Unknown,Unknown,Crashed,Commercial,Small,1.2
150,1928-05-12,"Dearborn, Minnesota",Ford Air Freight Inc.,Ford 4,2.0,0.0,2.0,2.0,0.0,2.0,0.0,the cargo plane crashed on it’s inaugural flight. the pilot tried to become airborne without sufficient speed.,0.0,0.0,Ford,OPERATIONAL,Cargo Related,Crashed,Commercial,Small,3.0
151,1928-05-26,"Radevormwald, Germany",Deutsche Lufthansa,Junkers F-13,5.0,4.0,1.0,3.0,2.0,1.0,0.0,"after taking off and encountering fog, the pilot decided to  to make a precautionary landing in a field but t hit a cow, crashed and burned. pilot error.",4.0,40.0,Junkers,WEATHER,Poor Visibility (Fog),Crashed,Commercial,Small,3.6
152,1928-06-14,"Frankfurt, Germany",Deutsche Lufthansa,AEGK,5.0,4.0,1.0,5.0,4.0,1.0,0.0,"the ""viper"" crashed for unknown reasons.",4.0,0.0,Other,Unknown,Unknown,Crashed,Commercial,Small,6.0
153,1928-06-22,"Lebo, Kansas",National Air Transport,Douglas M-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,the mail plane flew into tornado like winds and crashed in a field.,0.0,0.0,McDonnell Douglas,Unknown,Unknown,Crashed,Cargo,Small,2.0
154,1928-07-10,Over the Gulf of Finland,Aero O-Y,Junkers F-13,6.0,4.0,2.0,6.0,4.0,2.0,0.0,crashed under unknown circumstances,2.0,0.0,Junkers,Unknown,Unknown,Crashed,Commercial,Small,7.0
155,1928-07-13,"Purley, England",Imperial Airways,Vickers 74 Vulcan,6.0,5.0,1.0,4.0,4.0,0.0,0.0,"after the aircraft had climbed to 800 feet it disappeared from view of the airport in a south-west direction. the aircraft crashed into a market garden near leigh cottage on woodcote road, it was seen by residents flying low over the roof tops with the engine evidently in difficulties. the aircraft crashed into a potato field, the pilot in an open cockpit clambered clear and helped one of the passengers from the enclosed cabin free. the aircraft burst into flames and it was not possible to rescue the other passengers.",5.0,33.33,Vickers,TECHNICAL,Engine Failure,Crashed,Commercial,Small,4.67
156,1928-07-24,"Waalhaven, Netherlands",KLM Royal Dutch Airlines,Fokker (KLM) F.III,6.0,5.0,1.0,1.0,1.0,0.0,0.0,"the plane became airborne in a stalled condition, hit a shipsmast and crashed into the waalhaven.",5.0,83.33,Fokker,Unknown,Unknown,Crashed,Commercial,Small,1.17
157,1928-08-25,"Near Port Townsend, BC, Canada",British Columbia Airways,Ford 4-AT-B Tri Motor,7.0,5.0,2.0,7.0,5.0,2.0,0.0,crashed into puget sound in dense fog 12 miles off port townsend.  considered the first canadian air disaster.,2.5,0.0,Ford,WEATHER,Poor Visibility (Fog),Crashed,Commercial,Small,8.0
158,1928-09-02,"Toul, France",CIDNA,Bleriot Spad 33,5.0,2.0,3.0,5.0,2.0,3.0,0.0,"after taking off the engine failed, the plane stalled and crashed.",0.67,0.0,Other,TECHNICAL,Engine Failure,Crashed,Commercial,Small,6.0
159,1928-09-04,"Adelaide Hills, Australia",Qantas,de Havilland DH.50J,2.0,0.0,2.0,1.0,0.0,1.0,0.0,"following the conclusion of an aerial tour carrying sir john salmond, the aircraft departed adelaide piloted by c. w. a. scott with an engineer as passenger. control was lost in the cloud during an attempt to cross the adelaide hills; the aircraft encounted bad weather, crashed and caught fire.",0.0,50.0,de Havilland Canada,WEATHER,Adverse Weather,Crashed,Commercial,Small,1.5
160,1928-09-04,"Pocatello, Idaho",National Parks Airways,Fokker Super Universal,7.0,6.0,1.0,7.0,6.0,1.0,0.0,"while flying low and circling six times for a landing, the mail plane went into a nose dive when the pilot headed into the wind and crashed to the ground, rolling over several times.",6.0,0.0,Fokker,WEATHER,Severe Wind Conditions,Crashed,Commercial,Small,8.0
161,1928-09-06,"Heroldbach, Germany",Deutsche Lufthansa,Fokker FG III,3.0,2.0,1.0,3.0,2.0,1.0,0.0,crashed due to engine failure.,2.0,0.0,Fokker,TECHNICAL,Engine Failure,Crashed,Commercial,Small,4.0
162,1928-10-04,"Gerona, Spain",Aeropostale,Breguet 14,3.0,2.0,1.0,3.0,2.0,1.0,0.0,"encountered fog and crashed into a mountain slope near the monastery of sant pere de rodes, south of llancà,",2.0,0.0,Breguet,WEATHER,Poor Visibility (Fog),Crashed,Commercial,Small,4.0
163,1928-10-18,"Polk, Pennsylvania",National Air Transport,Douglas M-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,the mail plane crashed into a hill and burned during the night during poor weather conditons.,0.0,0.0,McDonnell Douglas,WEATHER,Adverse Weather,Crashed,Cargo,Small,2.0
164,1928-10-31,"Valence, France",Air Union,Bleriot Spad 56,2.0,1.0,1.0,1.0,0.0,1.0,0.0,the pilot attempted an emergency landing in a muddy field and crashed.,1.0,50.0,Other,OPERATIONAL,Landing Related,Crashed,Commercial,Small,1.5
166,1928-11-24,"Edgerton, Ohio",Universal Airlines,Hamilton H-47,3.0,2.0,1.0,3.0,2.0,1.0,0.0,the mail plane crashed in a heavy snow storm.,2.0,0.0,Other,WEATHER,Severe Weather,Crashed,Commercial,Small,4.0
167,1928-11-25,"Edgerton, Ohio",Continental Air Lines,Travel Air 4000,1.0,0.0,1.0,1.0,0.0,1.0,0.0,the mail plane crashed in a heavy snow storm,0.0,0.0,Other,WEATHER,Severe Weather,Crashed,Commercial,Small,2.0
168,1928-11-25,"Bristolville, Ohio",National Air Transport,Douglas M-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,the mail plane crashed in a snow storm.,0.0,0.0,McDonnell Douglas,WEATHER,Severe Weather,Crashed,Cargo,Small,2.0
169,1928-12-01,"Spur, Texas",Sunbeam Air Transport Co.,Ford 4-AT-B Tri Motor,5.0,4.0,1.0,5.0,4.0,1.0,0.0,the aircraft crashed and burned while en route. flames were seen aboard the plane before it crashed. the plane was on a delivery flight.,4.0,0.0,Ford,Unknown,Unknown,Crashed,Cargo,Small,6.0
170,1928-12-03,"Near Rio de Janeiro,Brazil",Syndicato Condor,Dornier Wal,14.0,9.0,5.0,14.0,9.0,5.0,0.0,"the seaplane took off form the bay and narrowly avoided a collision with another plane and in the process veered sharply and so abruptly that one of the wings was strained beyond its elastic limits. the pilot then lost control of the aircraft and it fell, tail spinning 300 feet into the water where one of the engines exploded on impact. it sunk immediately.",1.8,0.0,Dornier Flugzeugwerke,Unknown,Unknown,Collision,Commercial,Small,15.0
171,1928-12-10,"Spokan, Washington",Spokane Airways,Ford Tri-motor 4,5.0,3.0,2.0,5.0,3.0,2.0,0.0,the aircraft crashed while attempting to land in fog.,1.5,0.0,Ford,WEATHER,Poor Visibility (Fog),Crashed,Commercial,Small,6.0
172,1928-12-11,"Letzlingen, Germany",Deutsche Lufthansa,Junkers G-31,4.0,1.0,3.0,3.0,0.0,3.0,0.0,"after a fuel line broke in flight, the pilot was forced to make an emergency landing in an open field. on landing, the aircraft crashed, overturned and came to rest in flames.",0.33,25.0,Junkers,OPERATIONAL,Landing Related,Crashed,Commercial,Small,3.75
